MAGAID,Record ID,MAGPID,RetractionYear,MAGRetractionYearAffID,MAGRetractionYearAffRank,MAGRetractionYearAffYear,MAGrootFID,MAGrootFIDMaxPercent,GenderizeGender,MAGFirstPubYear,MAGFirstAffID,MAGFirstAffiliationRank,MAGCumPapersAtRetraction,MAGCumPapersYearAtRetraction,MAGCumCitationsAtRetraction,MAGCumCitationsYearAtRetraction,MAGCumCollaboratorsAtRetraction,MAGCumCollaboratorsYearAtRetraction,MAGRetractionYearAffRankOrdinal,ReasonPropagatedMajorityOfMajority,DemiDecadeOfRetraction,MAGAIDFirstORLastAuthorFlag,RetractorMajority,AcademicAgeBeforeRetraction,AcademicAgeBin,MAGFieldName,MAGRetractionYearAffRankStratified,NumRetentionW5,NumNewCollaboratorsW5,NumOpenTriads,NumTriadsClosed,NC,OriginalPaperYear,AltmetricScoreAtRetraction,DifferencePublicationAndRetractionYear,DifferencePublicationAndRetractionYearCategorical,AttentionCategorical
64b96759f879ef1dbe109cf51cb22f6342dc118877b88cbd70e9b9384b7bf652,cd40a98a273391874740967ae65741c8321df49325e1a9efc8d859e0dc157b78,1419a737b7719d8674d3b5e02772ddd2f25985772096583a4ab4ae72ed25c033,2008.0,861853513.0,151-200,2008.0,86803240.0,0.375,female,2006.0,861853513.0,151-200,7.0,2008.0,6.0,2008.0,22.0,2008.0,175.0,other,2006-2010,MAGMiddleAuthor,other retractor,2.0,2,biology,101-500,6,5,24,3,0.125,2008.0,0.0,0.0,0-1 year,low
ad62fc0b6017cf7431866808acb1eb5042c958ace6a960c22ebe773158166323,b0c1610968c9c7e3849286fd3edb490169069aece37471cde6483d06ad475765,a669f32973eddc1a320ee63d1c6dbde7ce3a1eddbe19a6b0250a55ae0e326501,2012.0,13955877.0,401-500,2012.0,86803240.0,0.3333333333333333,female,2007.0,13955877.0,401-500,3.0,2012.0,18.0,2012.0,16.0,2012.0,450.0,mistake,2011-2015,MAGMiddleAuthor,author,5.0,3-5,biology,101-500,4,10,4,1,0.25,2007.0,5.5,5.0,2-5 years,low
ad62fc0b6017cf7431866808acb1eb5042c958ace6a960c22ebe773158166323,b0c1610968c9c7e3849286fd3edb490169069aece37471cde6483d06ad475765,a669f32973eddc1a320ee63d1c6dbde7ce3a1eddbe19a6b0250a55ae0e326501,2012.0,13955877.0,401-500,2012.0,185592680.0,0.3333333333333333,female,2007.0,13955877.0,401-500,3.0,2012.0,18.0,2012.0,16.0,2012.0,450.0,mistake,2011-2015,MAGMiddleAuthor,author,5.0,3-5,chemistry,101-500,4,10,4,1,0.25,2007.0,5.5,5.0,2-5 years,low
ef4ef00647aa8d0d088d5401aa72475b0edf836928d0bf139ee722541c453cc3,e866a9b5e21216d7efd3ed17d9322a68c6f2c556675bdf2085ba9583d1a06426,e68eafbb543c8fa05143268973b17c9265e77cb3759940995cf7e1fbf004774b,2015.0,79576946.0,17,2003.0,86803240.0,0.3401015228426396,male,1993.0,79576946.0,17,65.0,2015.0,6233.0,2015.0,284.0,2015.0,17.0,mistake,2011-2015,MAGMiddleAuthor,author,22.0,>5,biology,1-100,55,481,60,1,0.0166666666666666,2014.0,47.0,1.0,0-1 year,high
8ffa1b0edb39547935424e5e61572b7888b9db9603a6d0b81364b6c72362935b,d462ac862cee541388f8827dea861c648d395422890459ef10a88b24ef99f5e5,56aa478a0686b69b1a58c75923876a20ea1595f77456c43dc0dbb7a8f17cb4dc,2014.0,186903577.0,701-800,2013.0,86803240.0,0.32,male,2004.0,186903577.0,701-800,10.0,2013.0,204.0,2014.0,28.0,2013.0,750.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,10.0,>5,biology,501-1000,8,8,5,0,0.0,2009.0,10.25,5.0,2-5 years,high
953d2a20dc33bc5e62e92314a887e1ab9b769b6ffb1e42aaa6ac1bce6c3e28ec,5802b83700b627c94f632e1e931ccc3fc4f4607922d6f0de04ca9e15f429ef07,5a14e47140c9638536314bbf958112450161530d49efbff79e35edf0bb67679e,2013.0,121934306.0,151-200,2013.0,86803240.0,0.4,female,1998.0,121934306.0,151-200,5.0,2010.0,35.0,2013.0,11.0,2010.0,175.0,plagiarism,2011-2015,MAGMiddleAuthor,journal,15.0,>5,biology,101-500,0,4,162,0,0.0,2010.0,0.0,3.0,2-5 years,low
7627b95fc850d258d45e8335aaa080d19ce7e596521540934f264e6e0b4945c0,6f2abca3552e765d5a8dfd8c5ded2aa22e53b86a7363f928000133e218360ea0,79397517a345fbc8bd987105b416e80bdef3f2a64ae95e8edaa52781e53e3a21,2015.0,126744593.0,201-300,2015.0,86803240.0,0.2972972972972973,male,2010.0,126744593.0,201-300,12.0,2015.0,183.0,2015.0,39.0,2015.0,250.0,misconduct,2011-2015,MAGMiddleAuthor,author,5.0,3-5,biology,101-500,5,19,1,0,0.0,2012.0,10.0,3.0,2-5 years,low
0f34b4a9a9815f5baf4848f56a3435d96f3ed2d029d5a9bf91b7155e4112dba5,0f5b302a046a15da7a22aa20348d3f871c7cfb3f6d7ecfeca420bdc7f4adff5e,37cbc90507c73be384894f70843c5c963d05464d5ee02226b1146bb272b7568d,2015.0,184565670.0,301-400,2015.0,86803240.0,0.3714285714285714,female,2010.0,193531525.0,201-300,13.0,2015.0,153.0,2015.0,49.0,2015.0,350.0,other,2011-2015,MAGMiddleAuthor,other retractor,5.0,3-5,biology,101-500,4,9,601,0,0.0,2012.0,1.0,3.0,2-5 years,low
f0c06a44091246739486f0917b30e438dbe05d4d4511f3ed68003b12be23b55c,8fa7126b251ce837bc8fc626f9f4a6c27f1f7e3308b77d5c9c19ec6535d1f3fb,437811e01325c703afdeabdb485079da0ae9d2572b0a9c7c041c5595dd28c3cc,2010.0,227486990.0,601-700,2010.0,86803240.0,0.2608695652173913,male,2002.0,227486990.0,601-700,12.0,2010.0,22.0,2010.0,29.0,2009.0,650.0,misconduct,2006-2010,MAGMiddleAuthor,other retractor,8.0,>5,biology,501-1000,4,2,42,0,0.0,2008.0,0.0,2.0,2-5 years,low
4b221c33609636b7e77152a2a641705a2dbf20f43af4c09bb50fbbdff55368e9,457abc7039dee61ae6ed7957fcf165caff313150e891a1f6ef184cf8b626e079,0a7da501b71fed487465e87089334134848bd1e124b3704650b090131ecb0ecd,2006.0,170201317.0,89,2005.0,86803240.0,0.3636363636363636,female,2004.0,170201317.0,89,4.0,2005.0,37.0,2006.0,9.0,2005.0,89.0,misconduct,2006-2010,MAGMiddleAuthor,author,2.0,2,biology,1-100,0,8,1029,0,0.0,2005.0,0.0,1.0,0-1 year,low
4b221c33609636b7e77152a2a641705a2dbf20f43af4c09bb50fbbdff55368e9,457abc7039dee61ae6ed7957fcf165caff313150e891a1f6ef184cf8b626e079,0a7da501b71fed487465e87089334134848bd1e124b3704650b090131ecb0ecd,2006.0,170201317.0,89,2005.0,71924100.0,0.3636363636363636,female,2004.0,170201317.0,89,4.0,2005.0,37.0,2006.0,9.0,2005.0,89.0,misconduct,2006-2010,MAGMiddleAuthor,author,2.0,2,medicine,1-100,0,8,1029,0,0.0,2005.0,0.0,1.0,0-1 year,low
6e863319a70453e76c2c2d43d147659089e955922a07d226841b8bed7e79e596,9e9d8d87a39ba46f5ccefd02af5ea747d3fd45ad22bc3abf60092e6f7110148f,36f62ddd9c7293ae9bd77bfce9d08b3cab381d81139a02981fed43dd2ac4de44,2005.0,79817857.0,301-400,2005.0,86803240.0,0.32,male,1985.0,79817857.0,301-400,42.0,2005.0,548.0,2005.0,97.0,2005.0,350.0,mistake,2001-2005,MAGMiddleAuthor,other retractor,20.0,>5,biology,101-500,23,92,10,0,0.0,2003.0,0.0,2.0,2-5 years,low
f61ce970823d8082594d348d166a7fceb5ac27bccccdee09209e714b9a3fa2f0,e0eb50670413204893751b1313137312a2ec5b4a30fe6f802d73f8e509cda874,0099dfec0e95ed74f2fb8326d197fa3066a20b176d9532bd274e5e3e591dbf98,2006.0,32971472.0,11,2006.0,86803240.0,0.2830188679245283,male,1992.0,32971472.0,11,15.0,2006.0,771.0,2006.0,24.0,2001.0,11.0,mistake,2006-2010,MAGMiddleAuthor,other retractor,14.0,>5,biology,1-100,2,72,45,2,0.0444444444444444,2000.0,3.0,6.0,6 or more years,low
666d180cdf87ad1c6393a4fc4bf2462861193b2709b5414c764dfa522c727d1f,5a4359962f4f9d9d70eb77ee5cc13eb2568118fbb1e6cb45244f419807f4b5c5,cba70f3bcd60f5cf81804ba223f7d8f110dc9d3f0ceb357fb28c9bea3d4bb719,2013.0,7882870.0,151-200,2013.0,86803240.0,0.352112676056338,male,1995.0,7882870.0,151-200,23.0,2013.0,1426.0,2013.0,59.0,2013.0,175.0,plagiarism,2011-2015,MAGMiddleAuthor,other retractor,18.0,>5,biology,101-500,6,7,326,1,0.0030674846625766,2004.0,5.0,9.0,6 or more years,low
5753c1a0c25b76edef317b7ee627302a427688c431268c5c67ea1a947776c8fb,9c123ad1b8f594ad055af15fd0b90cf1761dd47f08c79dc4a76efa87e05d355e,9e66bb50eeaa30a96cfd8a28ebe1db0f1b1daef2361daa6daab31694f91a5701,2014.0,8087733.0,151-200,1998.0,86803240.0,0.5,male,1998.0,8087733.0,151-200,3.0,2010.0,382.0,2014.0,20.0,2010.0,175.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,16.0,>5,biology,101-500,2,10,77,0,0.0,2008.0,73.0,6.0,6 or more years,high
888c142b89f26d0ad432f02b1619fb7fb351cd036459d8a0b3d120aa54232244,d462ac862cee541388f8827dea861c648d395422890459ef10a88b24ef99f5e5,56aa478a0686b69b1a58c75923876a20ea1595f77456c43dc0dbb7a8f17cb4dc,2014.0,186903577.0,701-800,2013.0,86803240.0,0.3333333333333333,male,2007.0,186903577.0,701-800,6.0,2013.0,184.0,2014.0,24.0,2013.0,750.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,7.0,>5,biology,501-1000,9,7,5,0,0.0,2009.0,10.25,5.0,2-5 years,high
888c142b89f26d0ad432f02b1619fb7fb351cd036459d8a0b3d120aa54232244,d462ac862cee541388f8827dea861c648d395422890459ef10a88b24ef99f5e5,56aa478a0686b69b1a58c75923876a20ea1595f77456c43dc0dbb7a8f17cb4dc,2014.0,186903577.0,701-800,2013.0,71924100.0,0.3333333333333333,male,2007.0,186903577.0,701-800,6.0,2013.0,184.0,2014.0,24.0,2013.0,750.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,7.0,>5,medicine,501-1000,9,7,5,0,0.0,2009.0,10.25,5.0,2-5 years,high
